id,parsedContent
a8583 ,엄청나다 
a8584 ,내년 괜찮다 가다 
a8585 ,빅 아이 섬 안 가용 
a8586 ,워 
a8587 ,여기 가다 
a8588 ,바꾸다 
a8589 ,오다 
a8590 ,화산 폭발 곳 우리 오하우 여행 
a8591 ,용암 
a8592 ,저 남매 하다 
a8593 ,예진 나 고충 알아주다 
a8594 ,저희 7살 조카 그렇다 뒤치닥거리 죽다 나 귀엽다 2호 3호 내일 실험 왕 전권 사다 붙다 실험 키트 가지다 놀다 것 같다 남자 애 실험 활동 거 좋다 하다 저 조카 여자 애 태린 여자 애 남자 애 무엇 좋다 하다 지 모르다 
a8595 ,
a8596 ,화산 폭발 
a8597 ,와이키키 쪽 
a8598 ,
a8599 ,오아후 섬 문제 없다 듯 아일랜드 거 자농 
a8600 ,인생 재밌다 사다 것 같다 
a8601 ,양 쥑이다 
a8602 ,쥑이다 양주 베트남 가다 거 
a8603 ,미세먼지 나라 오다 분 우시다 
a8604 ,보다 힘들다 거 보다 
a8605 ,대박 신기 
a8606 ,하와이 걱정 말다 우리 놀다 낙엽수 
a8607 ,화산재 묻히다 고대 도시 폼페이 여행 유럽 여행 자유 여행 이탈리아 폼페이 
a8608 ,진문 오빠 헬스 하다 이유 여기 있다 
a8609 ,남자 꽃놀이 
a8610 ,뜨겁다 
a8611 ,이슬이 유민 친구 스트레스 받다 
a8612 ,사동 그때 뛰다 추억 잊다 수 없다 뜨겁다 
a8613 ,아쉽다 다음 언제 모르다 연락 지내다 셈 
a8614 ,입 벌리다 식은땀 흘리다 웃다 얼굴 기대 크다 터 
a8615 ,하와이 화산 활동 하다 거 보다 사람 있다 자나 기쁨 눈물 흘리다 얼굴 
a8616 ,찍다 올리다 사람 대단하다 당혹 하다 얼굴 
a8617 ,지옥 투어 하다 화산 어디 서다 보다 
a8618 ,거리 멀다 이상 없다 
a8619 ,맞다 나듀 걱정 
a8620 ,눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 울다 얼굴 울다 얼굴 
a8621 ,엄마 맞다 
a8622 ,인친 하다 하트 눈 웃다 고양이 얼굴 구르다 웃다 얼굴 구르다 웃다 얼굴 
a8623 ,손 모으다 사람 키스 자국 하트 눈 웃다 고양이 얼굴 
a8624 ,딸 러브 하트 눈 웃다 고양이 얼굴 하트 눈 웃다 고양이 얼굴 하트 눈 웃다 고양이 얼굴 
a8625 ,함 따르다 입다 넣다 눈 가리다 원숭이 눈 가리다 원숭이 눈 가리다 원숭이 
a8626 ,오마 부끄부끄 눈 가리다 원숭이 눈 가리다 원숭이 눈 가리다 원숭이 
a8627 ,좋다 공포 비명 지르다 얼굴 하트 눈 웃다 고양이 얼굴 
a8628 ,애 크다 거 같다 눈 가리다 원숭이 눈 가리다 원숭이 눈 가리다 원숭이 
a8629 ,다니다 민망하다 키 똑같다 입 벌리다 식은땀 흘리다 웃다 얼굴 눈 가리다 원숭이 눈 가리다 원숭이 
a8630 ,언니 웃다 되다 거 
a8631 ,빠르다 포기 
a8632 ,포기 수 없다 
a8633 ,나 오다 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a8634 ,
a8635 ,하와이 지인 짜다 오랜만 욥 
a8636 ,목숨 것 투어 목숨 것 포토 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a8637 ,손 모으다 사람 밝다 살색 손 모으다 사람 밝다 살색 손 모으다 사람 밝다 살색 
a8638 ,걱정 고맙다 난리 나다 
a8639 ,괜찮다 날 지진 나다 가다 날 연기 나다 
a8640 ,오다 비행기 타다 오다 아궁 화산 보다 잠잠하다 
a8641 ,발리 화산 폭발 어쩌다 마무리 행복 
a8642 ,급 마무리 행복 하다 거 
a8643 ,나 친구 갓다 
a8644 ,도착 햇대 
a8645 ,말 얼굴 포옹 얼굴 포옹 얼굴 
a8646 ,파란만장 
a8647 ,나가다 가다 
a8648 ,오른쪽 왼쪽 넘기다 채팅 뜨다 캡쳐 하다 거 
a8649 ,
a8650 ,형 
a8651 ,당근 
a8652 ,나 폰 그러다 상태 좋다 줄 알다 
a8653 ,바 깔다 
a8654 ,엉 나 괜찮다 기수 지내다 부산 
a8655 ,대박 
a8656 ,무궁화 심심 할루 
a8657 ,화산 호놀룰루 있다 섬 섬 호놀룰루 괜찮다 
a8658 ,분노 여권 
a8659 ,분노 아무데 
a8660 ,분노 
a8661 ,분노 용암 땜 집 타다 기분 더럽다 
a8662 ,분노 대박 이것 모람 
a8663 ,분노 끔찍하다 
a8664 ,분노 헐 하와이 
a8665 ,분노 수경 좆 되다 뻔 
a8666 ,분노 후 나 
a8667 ,분노 마그마 
a8668 ,분노 장난 
a8669 ,분노 이것 웬일 이래 
a8670 ,분노 우리 하와이 가다 하다 
a8671 ,분노 대박 당혹 하다 얼굴 당혹 하다 얼굴 
a8672 ,분노 하와이 
a8673 ,분노 오우 홀리 
a8674 ,분노 
a8675 ,분노 가다 하와이 타다 
a8676 ,분노 케어 
a8677 ,분노 나 곳 말다 
a8678 ,분노 하와 말다 
a8679 ,분노 헉 
a8680 ,분노 
a8681 ,분노 쥐다 병 돋아나다 중 
a8682 ,분노 하와이 갈일 없다 
a8683 ,분노 젓 쉬바 
a8684 ,분노 바 
a8685 ,분노 
a8686 ,분노 
a8687 ,분노 
a8688 ,분노 미치다 
a8689 ,분노 
a8690 ,분노 그러다 미정 
a8691 ,분노 
a8692 ,분노 미르 띠다 
a8693 ,분노 개 새기다 
a8694 ,분노 띠 
a8695 ,분노 지구 받다 피 터지다 
a8696 ,분노 미치다 따다 
a8697 ,분노 미치다 
a8698 ,분노 무섭다 
a8699 ,분노 하와이 가다 울다 얼굴 취소 싫다 하와이 화산 폭발 재난 지역 선포 폭발 중 
a8700 ,분노 화산 폭발 인하다 화산 구경 하다 
a8701 ,분노 밥 먹다 배 나오다 사진 올리다 거 내밀다 얼굴 
a8702 ,분노 짜증 눈 감다 채 하다 얼굴 
a8703 ,분노 자연재해 환불 드다 
a8704 ,분노 욕 입 내밀다 얼굴 
a8705 ,분노 폭발 말랑 폭발 것 되다 어이없다 언니 의기양양 얼굴 
a8706 ,분노 다음 주 신혼 여행 가다 화산 폭발 
a8707 ,분노 렌트 돌아보다 계획 무산 
a8708 ,려 괜찮다 
a8709 ,려 무시 무시 눈 
a8710 ,려 출장 가지마 그대 
a8711 ,려 자연 
a8712 ,려 개다 차 
a8713 ,려 빅 아일랜드 우리 섬 나 바퀴벌레 무섭다 
a8714 ,려 모야 돌아오다 뭐 
a8715 ,려 ㄷ ㄷ ㄷ 수경 다행 
a8716 ,려 다 큰일나다 뻔 
a8717 ,려 무섭다 
a8718 ,려 후 
a8719 ,려 땅 니 
a8720 ,려 무섭다 
a8721 ,려 하와이 가다 레 
a8722 ,려 졸 무서움 사람 
a8723 ,려 걱정 
a8724 ,려 신혼 여행 여기 가다 생각 얼굴 생각 얼굴 생각 얼굴 생각 얼굴 
a8725 ,려 ㄷ ㄷ 
a8726 ,려 무섭다 
a8727 ,려 너 괜찮다 빨개지다 얼굴 빨개지다 얼굴 
a8728 ,려 소름 
a8729 ,려 오다 하와이 
a8730 ,려 카이누 화 낫다 
a8731 ,려 덴저 러스 
a8732 ,려 입 벌리다 찡그리다 얼굴 입 벌리다 찡그리다 얼굴 
a8733 ,려 후 
a8734 ,려 나 뉴스 보다 무섭다 
a8735 ,려 하와이 피곤 하다 얼굴 
a8736 ,려 피곤 하다 얼굴 
a8737 ,려 죠 심해 
a8738 ,려 하와이 놀라다 가다 사람 죽다 뻔 
a8739 ,려 빅 아일랜드 
a8740 ,려 소희 조심 라잉 
a8741 ,려 소름 
a8742 ,려 가다 큰일나다 뻔 하다 
a8743 ,려 빅 아일랜드 가다 지진 전날 귀국 공포 비명 지르다 얼굴 
a8744 ,려 고뇌 차다 얼굴 고뇌 차다 얼굴 고뇌 차다 얼굴 
a8745 ,려 오빠 부모 괜찮다 
a8746 ,려 무섭다 
a8747 ,려 괜찮다 가요 
a8748 ,려 소름 이주만 통돼지 바베큐 뻔 
a8749 ,려 나 죽다 전 하와 가다 무섭다 여행 리스트 빼다 
a8750 ,려 
a8751 ,려 우리 호놀룰루 갠 데 졸다 무섭다 
a8752 ,려 
a8753 ,려 무섭다 집 타다 
a8754 ,려 여기 오아후 무섭다 웡 
a8755 ,려 무섭다 고압 전류 기호 고압 전류 기호 고압 전류 기호 
a8756 ,려 고뇌 차다 얼굴 고뇌 차다 얼굴 
a8757 ,려 용암 
a8758 ,려 개무 섭 
a8759 ,려 하와이 
a8760 ,려 캐다 셔 
a8761 ,려 대박 ㄷ ㄷ 화산 폭발 
a8762 ,려 웅 마자 하와이 난리 
a8763 ,려 하와 
a8764 ,려 말다 
a8765 ,려 켕 
a8766 ,려 어떻하다 인명 피해 없다 바라다 
a8767 ,려 가지다 
a8768 ,려 하와이 화석 되다 수 없다 공포 비명 지르다 얼굴 
a8769 ,려 
a8770 ,려 무섭다 
a8771 ,려 무섭다 
a8772 ,려 무섭다 
a8773 ,려 무섭다 
a8774 ,려 무섭다 
a8775 ,려 내 가다 섬 괜찮다 거 
a8776 ,려 우리 가다 두려워하다 얼굴 구르다 웃다 얼굴 
a8777 ,려 개무 셩 
a8778 ,려 쌤 괜찮다 여기 하와 입 벌리다 식은땀 흘리다 얼굴 
a8779 ,려 
a8780 ,려 인간 자연 이기다 
a8781 ,려 어떡하다 울다 얼굴 울다 얼굴 비행기 표 끊다 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a8782 ,려 위 홈 언니 곳 우로 
a8783 ,려 나 가다 
a8784 ,려 종하 씨 이것 보다 영화 같다 난리 
a8785 ,려 어떡하다 화산 폭발 
a8786 ,려 무섭다 
a8787 ,려 언니 어떡하다 언니 걱정 병 생기다 
a8788 ,려 비디오 보다 무섭다 울다 얼굴 울다 얼굴 
a8789 ,려 그저께 아침 우리 공장 떨어지다 화산 폭발 시작 후 짐 싸다 되다 인도네시아 가구 공장 화산 폭발 
a8790 ,려 
a8791 ,려 살벌 
a8792 ,려 공포 비명 지르다 얼굴 
a8793 ,려 입 벌리다 얼굴 
a8794 ,려 하와이 여행 가다 하다 얼굴 
a8795 ,려 무섭다 
a8796 ,려 무섭다 
a8797 ,려 그 가다 따다 금하다 듯 
a8798 ,려 하와이 화산 폭발 괜찮다 묻다 
a8799 ,려 커플 룩 입다 공포 비명 지르다 얼굴 구르다 웃다 얼굴 구르다 웃다 얼굴 
a8800 ,려 아프다 눈 굴리다 얼굴 
a8801 ,려 표정 신나다 보이다 떨어지다 죽다 
a8802 ,려 시 시체 찾다 
a8803 ,려 하와이 화산 터지다 거 모루다 
a8804 ,려 화산 폭발 ㄷ ㄷ ㄷ 뉴스 보다 깜놀 괜찮다 
a8805 ,려 화산 폭발 괜찮다 괜찮다 영상 올리다 거 
a8806 ,려 무섭다 못가 50년 전 1100명 사망 
a8807 ,려 중간 멈추다 가시다 것 낫다 듯 
a8808 ,려 무섭다 
a8809 ,려 오늘 꿈자리 좋다 하와이 곳곳 화산 터지다 오르다 지치다 얼굴 
a8810 ,려 
a8811 ,려 어떻다 손 모으다 사람 피하다 없다 
a8812 ,려 인근 주민 대피 
a8813 ,려 지역 주민 대피 명령 내리다 괜찮다 거 
a8814 ,려 뉴스 보다 크다 보이다 호놀룰루 쪽 괜찮다 
a8815 ,기부 사람 다치다 좋다 
a8816 ,기부 너 비키니 사진 올리다 
a8817 ,기부 웅 하와이 
a8818 ,기부 나 차다 어디 
a8819 ,기부 웅 큰일 
a8820 ,기부 신행 여기 
a8821 ,기부 조심 
a8822 ,기부 
a8823 ,기부 헐다 빅 아일랜드 
a8824 ,기부 하와 메다 
a8825 ,기부 
a8826 ,기부 뚱 
a8827 ,기부 나무 불쌍하다 
a8828 ,기부 하와이 
a8829 ,기부 
a8830 ,기부 소름 돋다 가다 큰일나다 뻔 남성 기호 
a8831 ,기부 되다 
a8832 ,기부 대박 
a8833 ,기부 
a8834 ,기부 인명 피해 없다 바라다 
a8835 ,기부 이거 보다 
a8836 ,기부 니 가다 하와이 가누다 것 
a8837 ,기부 온 나 가다 수 잇다 찌 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a8838 ,기부 
a8839 ,기부 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a8840 ,기부 
a8841 ,기부 하와이 탈락 
a8842 ,기부 너희 보다 뻔 
a8843 ,기부 이것 람 
a8844 ,기부 울다 얼굴 울다 얼굴 울다 얼굴 
a8845 ,기부 우리 하와이 여행 
a8846 ,기부 생각 얼굴 생각 얼굴 생각 얼굴 
a8847 ,기부 되다 나 휴양지 
a8848 ,기부 어떠하다 
a8849 ,기부 알다 갔다오다 하다 
a8850 ,기부 나무 뮤 슬다 죄 
a8851 ,기부 하와이 
a8852 ,기부 울다 얼굴 울다 얼굴 
a8853 ,기부 
a8854 ,기부 어쩌다 뻔 
a8855 ,기부 우리 하와이 
a8856 ,기부 같다 섬 여기 반대편 화산 때문 산 쪽 있다 하늘 먹색 
a8857 ,기부 되다 
a8858 ,기부 뉴스 보다 놀라다 
a8859 ,기부 앙 
a8860 ,기부 신행 하와이 가다 것 같다 
a8861 ,기부 좋다 
a8862 ,기부 미 
a8863 ,기부 하와이 되다 
a8864 ,기부 안타깝다 
a8865 ,기부 어떡하다 
a8866 ,기부 대박 
a8867 ,기부 하와이 못가 
a8868 ,기부 이거 바 
a8869 ,기부 헉 
a8870 ,기부 
a8871 ,기부 울다 얼굴 울다 얼굴 
a8872 ,기부 
a8873 ,기부 헨니 
a8874 ,기부 실망 안심 얼굴 
a8875 ,기부 하와이 
a8876 ,기부 안 
a8877 ,기부 허다 
a8878 ,기부 허다 ㄹ 
a8879 ,기부 하다 
a8880 ,기부 
a8881 ,기부 
a8882 ,기부 되걸다 
a8883 ,기부 이거 내 그때 말 거 
a8884 ,기부 
a8885 ,기부 
a8886 ,기부 하와이 포기 
a8887 ,기부 수 하와이 
a8888 ,기부 
a8889 ,기부 하와이 가지 말자 
a8890 ,기부 미치다 
a8891 ,기부 이거 봄 차 가져가다 
a8892 ,기부 울다 울다 얼굴 누구 영주 말리다 
a8893 ,기부 어떻다 
a8894 ,기부 아파트 아무것 없다 
a8895 ,기부 오빠 ㅈ 신혼 여행 하와이 화산 폭발 저희 괜찮다 보다 
a8896 ,기부 가지마 
a8897 ,기부 아이 미술 놀이 가뭄 부지런 엄마 되다 하다 피곤 피곤 하다 머리 붕대 감다 얼굴 
a8898 ,기부 아쉽다 
a8899 ,기부 얼마 전 하와이 화산 폭발 일어나다 
a8900 ,기부 언니 
a8901 ,기부 당일치기 관광 다음 여행 때 빅 아일랜드 여행 하다 생각 이번 화산 폭발 여행 힘들다 생각 아쉽다 마음 실망 얼굴 
a8902 ,기부 아쉽다 아쉽다 빅 아일랜드 하와이 아빠 아들 기상 악화 캔 슬 아이 실망 안전 교육 아쉬움 화산 폭발 화산섬 
a8903 ,기부 따오다 증기 
a8904 ,기부 하트 눈 웃다 고양이 얼굴 감기 골골대다 눈 가리다 원숭이 입 벌리다 식은땀 흘리다 웃다 얼굴 
a8905 ,기부 딸 친구 저 막대하다 눈 가리다 원숭이 
a8906 ,기부 
a8907 ,기부 없다 가다 
a8908 ,기부 가스 때문 국립 공원 폐쇄 화산 관광 하다 것 아쉽다 
a8909 ,기부 가다 거 민정 공포 비명 지르다 얼굴 공포 비명 지르다 얼굴 공포 비명 지르다 얼굴 
a8910 ,기부 뭐 하와 가다 
a8911 ,기부 저 꿉다 것 뎁 돼지 얼굴 
a8912 ,기부 저 10일 답답하다 쥭 
a8913 ,기부 전 11일 기다리다 되다 모르다 
a8914 ,기부 왕 속 울다 얼굴 울다 얼굴 
a8915 ,기부 
a8916 ,기부 내 속상하다 
a8917 ,기부 
a8918 ,기부 왕 속 울다 얼굴 울다 얼굴 울다 얼굴 
a8919 ,기부 화산 
a8920 ,기부 가다 아쉽다 
a8921 ,기부 하와 가다 좋다 
a8922 ,기부 가다 거 아이 
a8923 ,기부 크다 피해 없다 바라다 
a8924 ,기부 놀라다 얼굴 피곤 하다 얼굴 피곤 하다 얼굴 피곤 하다 얼굴 
a8925 ,기부 피해 크다 
a8926 ,중립 용암 뒤덮이다 불 타오르다 하와이 상황 
a8927 ,중립 그녀 콘텐츠 
a8928 ,중립 입 막다 원숭이 입 막다 원숭이 입 막다 원숭이 
a8929 ,중립 
a8930 ,중립 이거 바 
a8931 ,하와이 
a8932 ,중립 하와이 
a8933 ,중립 나 1년 기다리다 
a8934 ,중립 하와이 
a8935 ,중립 데 예매 되다 
a8936 ,중립 이거 보다 
a8937 ,중립 메다 이 나 휴가 하와이 재다 거 기억 
a8938 ,중립 이거 바 
a8939 ,중립 섬 
a8940 ,중립 유나 
a8941 ,중립 
a8942 ,중립 잠 잠 
a8943 ,중립 이라 노 하와이 이거 
a8944 ,중립 
a8945 ,중립 여기 가다 
a8946 ,중립 이것 
a8947 ,중립 하와이 못가 
a8948 ,중립 작 잼 
a8949 ,중립 뉴욕 옴 
a8950 ,중립 
a8951 ,중립 
a8952 ,중립 나 빅 아일랜드 훈련 있다 저기 30마일 떨어지다 크다 영향 느끼다 지진 크다 거 빼다 고다 
a8953 ,중립 하와이 실시간 이래 
a8954 ,중립 하와이 크다 섬 중 빅 아일랜드 고요 보통 호노 룰루 있다 
a8955 ,중립 한국 따지다 서울 셈 
a8956 ,중립 저기 찻길 저렇다 흐르다 내리다 정도 
a8957 ,중립 
a8958 ,중립 나 하와 
a8959 ,중립 그렇다 우짜다 빅 아일랜드 거기 
a8960 ,중립 폭발 넹 
a8961 ,중립 하와이 
a8962 ,중립 오잉 
a8963 ,중립 옹 니 요기 
a8964 ,중립 불 고리 
a8965 ,중립 저것 일까 파호 이호 
a8966 ,중립 실화 
a8967 ,중립 호놀룰루 있다 오하우 섬 빅 릴랜드 하와이 섬 있다 화산 
a8968 ,중립 하와이 간 하다 
a8969 ,중립 요것 봐다 
a8970 ,중립 하와이 화산 폭발 
a8971 ,중립 아이 캔트 하와이 
a8972 ,중립 맞다 나오다 
a8973 ,중립 하와이 몬 가요 
a8974 ,중립 하와이 가다 
a8975 ,중립 우짜다 예약 
a8976 ,중립 숙소 예매 하다 거 알다 
a8977 ,중립 저거 화산 폭발 
a8978 ,중립 오늘 폭발 화산 
a8979 ,중립 화산 폭발 
a8980 ,중립 하와이 가다 
a8981 ,중립 어떡하다 
a8982 ,중립 하와이 
a8983 ,중립 가다 거 마다 거 
a8984 ,중립 하와이 가다 
a8985 ,중립 괌 가다 되다 
a8986 ,중립 데 가다 만 
a8987 ,중립 
a8988 ,중립 하와이 
a8989 ,중립 이것 시여 
a8990 ,중립 이것 당가 
a8991 ,중립 이기 뭐 
a8992 ,중립 하와이 
a8993 ,중립 대체 가다 섬 하와이 제도 오하우 섬 호놀룰루 공항 와이키키 해변 진주 있다 곳 하와이 제도 하 이섬 오하우 섬 남쪽 위치 하와이 제도 크다 섬 
a8994 ,중립 취소 
a8995 ,중립 에스 비에스 뉴스 저렇다 상세 영상 나오다 
a8996 ,중립 용암 나오다 전 마그마 마그마 뭐 이루어지다 
a8997 ,중립 아버님 보내다 것 이거 
a8998 ,중립 화산 80년 활동 하다 곳 지역 호놀룰루 1시간 가량 비행기 타다 하다 빅 아일랜드 하와이 푸 지역 관광지 관련 없다 
a8999 ,중립 용암 
a9000 ,중립 
a9001 ,중립 나 친구 하와이 가다 
a9002 ,중립 이거 차다 
a9003 ,중립 하와이 
a9004 ,중립 그러다 여 엄 급 낭 
a9005 ,중립 
a9006 ,중립 어리다 때 그러다 
a9007 ,중립 신행 하와이 
a9008 ,중립 간격 날씨 바뀌다 하와이 경험 
a9009 ,중립 사진 같다 날 거 실화 
a9010 ,중립 기리시마 화산 터지다 화산재 날리다 아무 동요 일본 기리시마 화산 폭발 화산 골프 여행 
a9011 ,중립 거기 가다 
a9012 ,중립 계란판 물감 놀이 화산 폭발 화산 관하다 과학 책 읽다 화산 물감 놀이 
a9013 ,중립 하와이 용암 분출 상황 
a9014 ,중립 이태리 폼페이 화산 사라지다 도시 사창가 목욕탕 체위 기원전 역사 사람 화석 화산 폭발 
a9015 ,중립 정보 
a9016 ,중립 신혼 여행 다녀오다 빅 아일랜드 섬 킬라우에아 화산 폭발 기사 접하다 
a9017 ,중립 하와이 가다 먹다 화산 폭발 구이 
a9018 ,중립 취소 
a9019 ,중립 취소 
a9020 ,중립 발리 가시다 
a9021 ,중립 
a9022 ,중립 
a9023 ,하와이 빅 아일랜드 화산 폭발 
a9024 ,중립 
a9025 ,중립 하와이 뭐 
a9026 ,황홀 배경 이쁘다 
a9027 ,황홀 신기하다 멋있다 
a9028 ,황홀 거 보다 대박 대박 
a9029 ,황홀 우리 나라 것 있다 
a9030 ,황홀 오빠 이거 보다 대박 
a9031 ,황홀 이쁘다 우와 
a9032 ,황홀 랭 멋있다 
a9033 ,황홀 이거 보다 이거 대박 거 같다 
a9034 ,황홀 대박 
a9035 ,황홀 멋있다 있다 없다 
a9036 ,황홀 대박 멋있다 
a9037 ,황홀 좋다 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9038 ,황홀 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9039 ,황홀 즐겁다 웃다 흰색 얼굴 웃다 흰색 얼굴 
a9040 ,황홀 
a9041 ,황홀 와대 
a9042 ,황홀 밋 놀다 하트 
a9043 ,황홀 인생 멋지다 
a9044 ,황홀 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 최고 되다 
a9045 ,황홀 좋다 엠티 미소 짓다 눈 웃다 얼굴 
a9046 ,황홀 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 
a9047 ,황홀 최고 용 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 손뼉 치다 손 기호 밝다 살색 
a9048 ,황홀 엄지 올리다 손 기호 밝다 살색 
a9049 ,황홀 우와 멋지다 엄지 올리다 손 기호 엄지 올리다 손 기호 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 반짝이다 하트 
a9050 ,황홀 놀라다 얼굴 어마어마하다 거 같다 
a9051 ,황홀 벨라 칭찬 검지 오른쪽 가리키다 흰색 손등 검지 왼쪽 가리키다 흰색 손등 검지 오른쪽 가리키다 흰색 손등 검지 왼쪽 가리키다 흰색 손등 부끄 하네 요입 벌리다 식은땀 흘리다 웃다 얼굴 입 벌리다 식은땀 흘리다 웃다 얼굴 
a9052 ,황홀 글 열씨 미 하다 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9053 ,황홀 멋 지당 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 
a9054 ,황홀 감사 입 벌리다 식은땀 흘리다 웃다 얼굴 입 벌리다 식은땀 흘리다 웃다 얼굴 입 벌리다 식은땀 흘리다 웃다 얼굴 시작 결과 나오다 저 모르다 욤 
a9055 ,황홀 남다르다 포스 퀄리티 대작 예감 하트 눈 웃다 얼굴 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9056 ,황홀 헐 대박 놀라다 얼굴 놀라다 얼굴 놀라다 얼굴 
a9057 ,황홀 배경 저 하다 엄청나다 것 나오다 거 같다 색칠 엄지 올리다 손 기호 
a9058 ,황홀 배경 하다 대작 나오다 거 같다 
a9059 ,황홀 언니 대작 예감 하트 눈 웃다 얼굴 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 어렵다 도안 선택 것 멋지다 배경 살짝 후 
a9060 ,황홀 대작 주식 사다 대작 느낌 엄지 올리다 손 기호 엄지 올리다 손 기호 중간 크기 흰색 화살표 
a9061 ,황홀 배경 그리다 것 대 박 공포 비명 지르다 얼굴 공포 비명 지르다 얼굴 침 흘리다 얼굴 침 흘리다 얼굴 멋지다 
a9062 ,황홀 대작 주식 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 감사 짓다 눈 키스 얼굴 미소 짓다 눈 키스 얼굴 미소 짓다 눈 키스 얼굴 
a9063 ,황홀 올리다 손 기호 
a9064 ,황홀 멋지다 것 
a9065 ,황홀 생각 컨셉 나오다 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9066 ,황홀 안 배경 그림 있다 것 줄 그리다 거 그림 색감 이쁘다 공들이다 것 느끼다 엄지 올리다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 
a9067 ,황홀 검은색 하트 
a9068 ,황홀 진정 색칠 것 맞다 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 예술 평화 여신 같다 예쁘다 반짝이다 하트 반짝이다 하트 반짝이다 하트 반짝이다 하트 하트 
a9069 ,황홀 작품 보다 것 같다 배경 옷 무엇 빠지다 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9070 ,황홀 
a9071 ,황홀 예쁘다 한국 컬러리스트 디테일 생동감 있다 엄지 올리다 손 기호 하트 하트 
a9072 ,황홀 시스루 표현 엄지 올리다 손 기호 시공간 뚫다 것 하트 
a9073 ,황홀 시스루 표현 옷 주름 사실 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 공 신다 느끼다 
a9074 ,황홀 시스루 대단하다 배경 예술 
a9075 ,황홀 언니 실화 하다 충격 하트 눈 웃다 얼굴 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9076 ,황홀 옷 시 가다 거 예쁘다 이번 꺼다 대작 대작 대작 검은색 하트 하트 하트 
a9077 ,황홀 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 말 표현 수 없다 
a9078 ,황홀 넘사벽 하트 눈 웃다 얼굴 멋지다 
a9079 ,황홀 완전 대박 이거 작품 용 
a9080 ,황홀 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9081 ,황홀 멋지다 배경 생각 대로 표현 거 놀랍다 시스루 표현 배경 멋지다 손뼉 치다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 
a9082 ,황홀 완성 보다 미치다 퀄리티 ㄷ ㄷ ㄷ 놀라다 얼굴 놀라다 얼굴 놀라다 
a9083 ,황홀 세상 보다 순간 넋 나가다 제 무엇 보다 것 동안 멍하다 배경 의상 웜홀 빠지다 나오다 아영 맘 표현 미사여구 감탄 표현 모자라다 다음 아영 맘 작품 청심환 먹다 것 같다 
